id,category,brand,model,title,description,price,discount,stock,rating,review_count,color,warranty,features,tags
429,یخچال,اسنوا,Family Hub RF28T Ultra,اسنوا Family Hub RF28T Ultra - سفید,محصول اسنوا مدل Family Hub RF28T Ultra با ویژگی‌های صدای کم ۳۸ دسیبل | No Frost بدون برفک | ظرفیت ۶۰۰ لیتر. بهترین انتخاب در دسته یخچال.,30930000,10,5,3.7,478,سفید,۲۴ ماه گارانتی,صدای کم ۳۸ دسیبل | No Frost بدون برفک | ظرفیت ۶۰۰ لیتر | قفسه‌های قابل تنظیم,اینورتر، بزرگ، لوازم خانگی، No Frost
430,هندزفری,جی‌بی‌ال,Soundcore P40i ویژه,جی‌بی‌ال Soundcore P40i ویژه - آبی,جی‌بی‌ال Soundcore P40i ویژه - ضدعرق IPX5 | حذف نویز فعال | صدای استریو. مناسب برای کاربران هندزفری.,480000,5,20,4.9,3148,آبی,۱۸ ماه گارانتی,ضدعرق IPX5 | حذف نویز فعال | صدای استریو | کیس شارژ,TWS، مکالمه، ایرپاد، هندزفری
431,لوازم آرایشی,اورفلام,رژلب Lite,اورفلام رژلب Lite - متنوع,رژلب Lite از برند معتبر اورفلام. مناسب پوست حساس | پوشش کامل | فرمول ضدآب. کیفیت تضمینی.,1315000,20,10,4.0,663,متنوع,۳۶ ماه گارانتی,مناسب پوست حساس | پوشش کامل | فرمول ضدآب | ماندگاری ۲۴ ساعته,زنانه، زیبایی، آرایشی، ضدآب
432,ابزارآلات,فستول,اره گردبر,فستول اره گردبر - آبی,فستول اره گردبر - کیف حمل | LED روشنایی | کنترل سرعت. مناسب برای کاربران ابزارآلات.,7075000,5,30,2.7,2347,آبی,۱۲ ماه گارانتی,کیف حمل | LED روشنایی | کنترل سرعت | تعویض سریع مته,برقی، نجاری، ابزار، DIY
433,پوشاک زنانه,بِرشکا,شومیز ویژه,بِرشکا شومیز ویژه - آبی,شومیز ویژه از برند معتبر بِرشکا. جنس ویسکوز نرم | جیب مخفی | سایزبندی XS تا XXL. کیفیت تضمینی.,3085000,20,100,4.5,2649,آبی,۱۸ ماه گارانتی,جنس ویسکوز نرم | جیب مخفی | سایزبندی XS تا XXL | دارای آستر,کژوال، زنانه، تابستانه، مد
434,قهوه‌ساز,فیلیپس,EC685.M Ultra,فیلیپس EC685.M Ultra - نقره‌ای,محصول فیلیپس مدل EC685.M Ultra با ویژگی‌های دماسنج دقیق | کف‌ساز بخار | آسیاب داخلی. بهترین انتخاب در دسته قهوه‌ساز.,25610000,25,50,3.1,3217,نقره‌ای,۳۶ ماه گارانتی,دماسنج دقیق | کف‌ساز بخار | آسیاب داخلی | تهیه دو فنجان همزمان,کافه، قهوه‌ساز، اسپرسو، باریستا
435,موبایل,شیائومی,Edge 40 Pro,شیائومی Edge 40 Pro - مشکی,پیشنهاد ویژه: شیائومی Edge 40 Pro. باتری ۵۰۰۰ میلی‌آمپر | حافظه داخلی ۲۵۶ گیگ | 5G. ارسال سریع.,44525000,0,50,3.5,1922,مشکی,۶ ماه گارانتی,باتری ۵۰۰۰ میلی‌آمپر | حافظه داخلی ۲۵۶ گیگ | 5G | ضدآب IP68,هوشمند، iOS، موبایل، 5G
436,پوشاک زنانه,منگو,کت SE,منگو کت SE - سبز,کت SE از برند معتبر منگو. جنس ویسکوز نرم | جیب مخفی | بدون ترنسپارنت. کیفیت تضمینی.,4905000,25,0,3.0,2812,سبز,۲۴ ماه گارانتی,جنس ویسکوز نرم | جیب مخفی | بدون ترنسپارنت | قابل شستشو,مد، پوشاک، زنانه، کژوال
437,عطر,شنل,La Vie Est Belle Plus,شنل La Vie Est Belle Plus - طلایی,شنل La Vie Est Belle Plus - بوی مردانه خشبی | بوی تازه سیتروسی | ماندگاری ۱۲ ساعته. مناسب برای کاربران عطر.,3060000,15,150,4.8,1946,طلایی,۲۴ ماه گارانتی,بوی مردانه خشبی | بوی تازه سیتروسی | ماندگاری ۱۲ ساعته | ساخت فرانسه,زنانه، لوکس، عطر، ادکلن
438,دسته بازی,سونی,Xbox Wireless Controller Plus,سونی Xbox Wireless Controller Plus - آبی,سونی Xbox Wireless Controller Plus - ماشه تطبیقی | نور RGB | دکمه‌های پشتی. مناسب برای کاربران دسته بازی.,1400000,10,10,4.3,3246,آبی,۱۲ ماه گارانتی,ماشه تطبیقی | نور RGB | دکمه‌های پشتی | اتصال بی‌سیم,کنترلر، بی‌سیم، Xbox، PS5
439,دوچرخه,پرفورما,Thunder (2024),پرفورما Thunder (2024) - نارنجی,محصول پرفورما مدل Thunder (2024) با ویژگی‌های ترمز دیسک هیدرولیک | فریم آلومینیوم | ارتفاع قابل تنظیم. بهترین انتخاب در دسته دوچرخه.,41710000,20,15,4.2,3379,نارنجی,۳۶ ماه گارانتی,ترمز دیسک هیدرولیک | فریم آلومینیوم | ارتفاع قابل تنظیم | کیت سپر و گلگیر,شهری، کوهستان، MTB، ورزش
440,ماشین لباسشویی,بوش,F4WV912P2 Pro,بوش F4WV912P2 Pro - نقره‌ای,پیشنهاد ویژه: بوش F4WV912P2 Pro. تشخیص بار | ضدالرژی | دور ۱۴۰۰ rpm. ارسال سریع.,7830000,30,200,3.8,1723,نقره‌ای,۱۲ ماه گارانتی,تشخیص بار | ضدالرژی | دور ۱۴۰۰ rpm | شستشوی سریع ۱۵ دقیقه,تمام اتوماتیک، ماشین لباسشویی، اینورتر، لوازم خانگی
441,ماشین لباسشویی,ال‌جی,SWD-84502,ال‌جی SWD-84502 - خاکستری,محصول ال‌جی مدل SWD-84502 با ویژگی‌های دور ۱۴۰۰ rpm | ظرفیت ۹ کیلوگرم | برنامه‌های متنوع. بهترین انتخاب در دسته ماشین لباسشویی.,21220000,5,10,2.6,325,خاکستری,۳۶ ماه گارانتی,دور ۱۴۰۰ rpm | ظرفیت ۹ کیلوگرم | برنامه‌های متنوع | موتور اینورتر,تمام اتوماتیک، ماشین لباسشویی، اینورتر، لوازم خانگی
442,لوازم آرایشی,اورفلام,ریمل ویژه,اورفلام ریمل ویژه - متنوع,ریمل ویژه از برند معتبر اورفلام. مناسب پوست حساس | SPF 30 | پوشش کامل. کیفیت تضمینی.,2995000,10,5,3.8,1445,متنوع,۱۸ ماه گارانتی,مناسب پوست حساس | SPF 30 | پوشش کامل | رنگ‌های متنوع,آرایشی، بهداشتی، زیبایی، ضدآب
443,مودم,میکروتیک,Archer AX73,میکروتیک Archer AX73 - سفید,Archer AX73 از برند معتبر میکروتیک. پورت‌های Gigabit | Wi-Fi 6 AX5400 | QoS پیشرفته. کیفیت تضمینی.,11345000,25,50,3.6,1652,سفید,۱۲ ماه گارانتی,پورت‌های Gigabit | Wi-Fi 6 AX5400 | QoS پیشرفته | VPN داخلی,خانه هوشمند، شبکه، روتر، اینترنت
444,دوچرخه,پرفورما,City Pro,پرفورما City Pro - نارنجی,محصول پرفورما مدل City Pro با ویژگی‌های چرخ ۲۷.۵ اینچ | ترمز دیسک هیدرولیک | وزن ۱۴ کیلو. بهترین انتخاب در دسته دوچرخه.,13100000,10,50,3.5,3405,نارنجی,۱۲ ماه گارانتی,چرخ ۲۷.۵ اینچ | ترمز دیسک هیدرولیک | وزن ۱۴ کیلو | دنده ۲۱ سرعته,ورزش، شهری، MTB، کوهستان
445,ماوس,مایکروسافت,Arc Mouse,مایکروسافت Arc Mouse - مشکی,پیشنهاد ویژه: مایکروسافت Arc Mouse. اسکرول سریع | طراحی ارگونومیک | RGB. ارسال سریع.,720000,0,10,2.7,3467,مشکی,بدون گارانتی,اسکرول سریع | طراحی ارگونومیک | RGB | دکمه‌های قابل برنامه‌ریزی,بی‌سیم، ماوس، ارگونومیک، اداری
446,پرینتر,Brother,EcoTank ET-4850 SE,Brother EcoTank ET-4850 SE - مشکی,محصول Brother مدل EcoTank ET-4850 SE با ویژگی‌های اتصال Wi-Fi | فکس | چاپ موبایل. بهترین انتخاب در دسته پرینتر.,24875000,25,0,4.9,1895,مشکی,۳۶ ماه گارانتی,اتصال Wi-Fi | فکس | چاپ موبایل | سرعت ۲۸ صفحه در دقیقه,چاپ، خانگی، اداری، لیزر
447,لوازم آرایشی,نیوآ,پنکک (نسخه جدید),نیوآ پنکک (نسخه جدید) - متنوع,پنکک (نسخه جدید) از برند معتبر نیوآ. مناسب پوست حساس | تست شده توسط چشم‌پزشک | ماندگاری ۲۴ ساعته. کیفیت تضمینی.,1740000,10,0,3.2,1444,متنوع,۲۴ ماه گارانتی,مناسب پوست حساس | تست شده توسط چشم‌پزشک | ماندگاری ۲۴ ساعته | SPF 30,ضدآب، آرایشی، زنانه، بهداشتی
448,موبایل,هواوی,Redmi Note 12 (2024),هواوی Redmi Note 12 (2024) - سبز,محصول هواوی مدل Redmi Note 12 (2024) با ویژگی‌های پردازنده Snapdragon 8 Gen2 | 5G | ضدآب IP68. بهترین انتخاب در دسته موبایل.,50445000,10,0,3.1,136,سبز,۲۴ ماه گارانتی,پردازنده Snapdragon 8 Gen2 | 5G | ضدآب IP68 | حافظه داخلی ۲۵۶ گیگ,اندروید، هوشمند، موبایل، گوشی
449,کیبورد,لاجیتک,Alloy Origins (2024),لاجیتک Alloy Origins (2024) - سفید,Alloy Origins (2024) از برند معتبر لاجیتک. بلوتوث بی‌سیم | پروفایل قابل تنظیم | سوئیچ مکانیکی Cherry MX. کیفیت تضمینی.,4430000,30,30,3.9,3169,سفید,۳۶ ماه گارانتی,بلوتوث بی‌سیم | پروفایل قابل تنظیم | سوئیچ مکانیکی Cherry MX | روشنایی RGB,مکانیکال، گیمینگ، RGB، کیبورد
450,کنسول بازی,مایکروسافت,Steam Deck OLED Pro,مایکروسافت Steam Deck OLED Pro - قرمز,مایکروسافت Steam Deck OLED Pro - پشتیبانی از VR | حافظه SSD سریع | ریمسترهای نسل نهم. مناسب برای کاربران کنسول بازی.,30620000,5,50,4.0,1337,قرمز,۲۴ ماه گارانتی,پشتیبانی از VR | حافظه SSD سریع | ریمسترهای نسل نهم | رزولوشن 4K,Nintendo، PlayStation، گیمینگ، بازی
451,عطر,دیور,Bleu de Chanel (2024),دیور Bleu de Chanel (2024) - طلایی,Bleu de Chanel (2024) از برند معتبر دیور. بوی تازه سیتروسی | ماندگاری ۱۲ ساعته | بوی مردانه خشبی. کیفیت تضمینی.,5665000,0,200,4.8,2372,طلایی,۶ ماه گارانتی,بوی تازه سیتروسی | ماندگاری ۱۲ ساعته | بوی مردانه خشبی | پخش مه ریز,ادکلن، عطر، زنانه، مردانه
452,کیف,تامی هیلفیگر,کوله‌پشتی Max,تامی هیلفیگر کوله‌پشتی Max - خاکستری,محصول تامی هیلفیگر مدل کوله‌پشتی Max با ویژگی‌های فضای داخلی وسیع | چرخ‌های ۳۶۰ درجه | جیب‌های متعدد. بهترین انتخاب در دسته کیف.,3265000,25,0,4.9,2711,خاکستری,۱۸ ماه گارانتی,فضای داخلی وسیع | چرخ‌های ۳۶۰ درجه | جیب‌های متعدد | قفل TSA,مسافرت، اداری، کیف، چرم
453,عطر,بولگاری,Sauvage Max,بولگاری Sauvage Max - طلایی,Sauvage Max از برند معتبر بولگاری. ساخت فرانسه | پخش مه ریز | جعبه هدیه. کیفیت تضمینی.,1055000,0,30,3.4,1996,طلایی,۶ ماه گارانتی,ساخت فرانسه | پخش مه ریز | جعبه هدیه | اسپری محافظت,هدیه، عطر، زنانه، مردانه
454,لوازم خودرو,کاستوراول,آینه دیجیتال SE,کاستوراول آینه دیجیتال SE - نقره‌ای,آینه دیجیتال SE از برند معتبر کاستوراول. باتری بکاپ | شارژ سریع | Wi-Fi داخلی. کیفیت تضمینی.,3805000,0,30,4.3,2017,نقره‌ای,۱۸ ماه گارانتی,باتری بکاپ | شارژ سریع | Wi-Fi داخلی | صفحه لمسی ۳.۵ اینچ,دوربین، GPS، خودرو، ایمنی
455,هدفون,سنهایزر,Cloud Alpha (نسخه جدید),سنهایزر Cloud Alpha (نسخه جدید) - خاکستری,محصول سنهایزر مدل Cloud Alpha (نسخه جدید) با ویژگی‌های پد گوش راحت | حذف نویز فعال ANC | تاشو. بهترین انتخاب در دسته هدفون.,14930000,20,15,3.5,3394,خاکستری,بدون گارانتی,پد گوش راحت | حذف نویز فعال ANC | تاشو | فرکانس پاسخ ۲۰-۲۰۰۰۰ هرتز,ANC، استودیو، هدفون، موزیک
456,کتاب,انتشارات آموت,رشد فردی SE,انتشارات آموت رشد فردی SE - متنوع,انتشارات آموت رشد فردی SE - ویرایش دوم | نمایه جامع | ۳۵۰ صفحه. مناسب برای کاربران کتاب.,655000,15,20,2.7,2060,متنوع,بدون گارانتی,ویرایش دوم | نمایه جامع | ۳۵۰ صفحه | جلد سخت,علمی، مطالعه، رمان، آموزش
457,کیف,لاکوست,کیف دستی,لاکوست کیف دستی - مشکی,لاکوست کیف دستی - فضای داخلی وسیع | چرم مصنوعی با کیفیت | سبک وزن. مناسب برای کاربران کیف.,2315000,0,200,2.8,2693,مشکی,۳۶ ماه گارانتی,فضای داخلی وسیع | چرم مصنوعی با کیفیت | سبک وزن | جیب لپ‌تاپ ۱۵.۶,دانشجویی، چرم، کیف، مسافرت
458,اسپیکر,سونی,Mi Portable Pro,سونی Mi Portable Pro - قرمز,Mi Portable Pro از برند معتبر سونی. مقاومت در برابر آب IPX7 | بلوتوث ۵.۳ | بیس قوی. کیفیت تضمینی.,5790000,0,5,3.3,1215,قرمز,۲۴ ماه گارانتی,مقاومت در برابر آب IPX7 | بلوتوث ۵.۳ | بیس قوی | صدای استریو,پارتی، سفر، بی‌سیم، اسپیکر
459,ماوس,بنکیو,DeathAdder V3 (2024),بنکیو DeathAdder V3 (2024) - خاکستری,پیشنهاد ویژه: بنکیو DeathAdder V3 (2024). کلیک‌های خاموش | باتری ۷۰ ساعته | طراحی ارگونومیک. ارسال سریع.,1660000,10,10,2.8,2243,خاکستری,بدون گارانتی,کلیک‌های خاموش | باتری ۷۰ ساعته | طراحی ارگونومیک | RGB,گیمینگ، ماوس، بی‌سیم، اداری
460,لوازم خودرو,شل,آینه دیجیتال Plus,شل آینه دیجیتال Plus - مشکی,شل آینه دیجیتال Plus - اتصال BT | شتاب G-Sensor | باتری بکاپ. مناسب برای کاربران لوازم خودرو.,6180000,25,50,4.4,1863,مشکی,۳۶ ماه گارانتی,اتصال BT | شتاب G-Sensor | باتری بکاپ | دوربین ۴K,GPS، خودرو، دوربین، ایمنی
461,کفش,کالباندی,Air Max 270 Lite,کالباندی Air Max 270 Lite - آبی,پیشنهاد ویژه: کالباندی Air Max 270 Lite. سایزبندی ۳۶-۴۶ | قابل شستشو | کفی ارتوپدی. ارسال سریع.,3600000,15,150,3.0,715,آبی,بدون گارانتی,سایزبندی ۳۶-۴۶ | قابل شستشو | کفی ارتوپدی | تکنولوژی Air Cushion,اسپورت، کوهنوردی، رسمی، ورزشی
462,لوازم آرایشی,مک,رژلب,مک رژلب - متنوع,مک رژلب - تست شده توسط چشم‌پزشک | SPF 30 | پوشش کامل. مناسب برای کاربران لوازم آرایشی.,470000,25,100,4.2,362,متنوع,۶ ماه گارانتی,تست شده توسط چشم‌پزشک | SPF 30 | پوشش کامل | ماندگاری ۲۴ ساعته,ضدآب، بهداشتی، زنانه، زیبایی
